"","Registry","Sex","Cancer","Year","Incidence","Mortality"
"838","PL Poland","Female","Melanoma of the skin","2003",6.5,3.12
"839","PL Poland","Female","Breast female","2003",71.64,30.37
"840","PL Poland","Female","Bladder","2003",7.12,3.49
"841","AT Austria","Male","Colon","2004",60.86,33.35
"842","AT Austria","Male","Pancreas","2004",24.91,23.43
"843","AT Austria","Male","Lung","2004",90.65,79.16
"844","AT Austria","Male","Melanoma of the skin","2004",20.95,5.37
"845","AT Austria","Male","Prostate","2004",195.74,53.96
"846","AT Austria","Male","Bladder","2004",46.67,16.7
"847","AT Austria","Female","Colon","2004",37.45,18.54
"848","AT Austria","Female","Pancreas","2004",17.87,16.45
"849","AT Austria","Female","Lung","2004",33.22,26.18
"850","AT Austria","Female","Melanoma of the skin","2004",14.93,2.9
"851","AT Austria","Female","Breast female","2004",122.2,37.27
"852","AT Austria","Female","Bladder","2004",11.42,4.05
"853","BG Bulgaria","Male","Colon","2004",39.62,23.97
"854","BG Bulgaria","Male","Pancreas","2004",20.6,17.31
"855","BG Bulgaria","Male","Lung","2004",93.71,77.47
"856","BG Bulgaria","Male","Melanoma of the skin","2004",6.42,2.52
"857","BG Bulgaria","Male","Prostate","2004",56.62,28.54
"858","BG Bulgaria","Male","Bladder","2004",33.11,12.12
"859","BG Bulgaria","Female","Colon","2004",26.25,14.11
"860","BG Bulgaria","Female","Pancreas","2004",11.24,10.04
"861","BG Bulgaria","Female","Lung","2004",14.68,13.47
"862","BG Bulgaria","Female","Melanoma of the skin","2004",4.79,1.37
"863","BG Bulgaria","Female","Breast female","2004",89.14,28.69
"864","BG Bulgaria","Female","Bladder","2004",6.46,2.79
"865","CZ Czech Republic","Male","Colon","2004",75.49,47.31
"866","CZ Czech Republic","Male","Pancreas","2004",25.82,25.39
"867","CZ Czech Republic","Male","Lung","2004",132.95,124.63
"868","CZ Czech Republic","Male","Melanoma of the skin","2004",22.01,5.59
"869","CZ Czech Republic","Male","Prostate","2004",140.68,63.35
"870","CZ Czech Republic","Male","Bladder","2004",50.11,20.64
"871","CZ Czech Republic","Female","Colon","2004",42.7,25.55
"872","CZ Czech Republic","Female","Pancreas","2004",17.55,18.37
"873","CZ Czech Republic","Female","Lung","2004",33.07,27.8
"874","CZ Czech Republic","Female","Melanoma of the skin","2004",15.84,3.29
"875","CZ Czech Republic","Female","Breast female","2004",113.56,43.31
"876","CZ Czech Republic","Female","Bladder","2004",13.49,5.08
"877","DK Denmark","Male","Colon","2004",60.38,35.91
"878","DK Denmark","Male","Pancreas","2004",21.04,20.62
"879","DK Denmark","Male","Lung","2004",108.31,103.95
"880","DK Denmark","Male","Melanoma of the skin","2004",22.92,5.65
"881","DK Denmark","Male","Prostate","2004",175.21,67.24
"882","DK Denmark","Male","Bladder","2004",40.64,23.78
"883","DK Denmark","Female","Colon","2004",49.71,27.13
"884","DK Denmark","Female","Pancreas","2004",17.29,16.74
"885","DK Denmark","Female","Lung","2004",72.58,65.08
"886","DK Denmark","Female","Melanoma of the skin","2004",26.22,3.75
"887","DK Denmark","Female","Breast female","2004",151.94,49.08
"888","DK Denmark","Female","Bladder","2004",10.77,6.42
"889","IE Ireland","Male","Colon","2004",65.63,33.66
"890","IE Ireland","Male","Pancreas","2004",16.06,16.99
"891","IE Ireland","Male","Lung","2004",99.11,92.48
"892","IE Ireland","Male","Melanoma of the skin","2004",18.11,3.4
"893","IE Ireland","Male","Prostate","2004",236.06,65.38
"894","IE Ireland","Male","Bladder","2004",33.5,9.96
"895","IE Ireland","Female","Colon","2004",45.83,20.59
"896","IE Ireland","Female","Pancreas","2004",12.96,14.17
"897","IE Ireland","Female","Lung","2004",53.87,45.97
"898","IE Ireland","Female","Melanoma of the skin","2004",19.12,4.03
"899","IE Ireland","Female","Breast female","2004",142.83,46.27
"900","IE Ireland","Female","Bladder","2004",11.51,3.74
"901","NL Netherlands","Male","Colon","2004",63.54,34.27
"902","NL Netherlands","Male","Pancreas","2004",15.7,18.56
"903","NL Netherlands","Male","Lung","2004",121.42,123.77
"904","NL Netherlands","Male","Melanoma of the skin","2004",19.84,5.64
"905","NL Netherlands","Male","Prostate","2004",177.3,56.14
"906","NL Netherlands","Male","Bladder","2004",70.17,18.3
"907","NL Netherlands","Female","Colon","2004",49.38,24.8
"908","NL Netherlands","Female","Pancreas","2004",11.52,14.18
"909","NL Netherlands","Female","Lung","2004",45.24,39.89
"910","NL Netherlands","Female","Melanoma of the skin","2004",22.94,3.34
"911","NL Netherlands","Female","Breast female","2004",161.49,45.08
"912","NL Netherlands","Female","Bladder","2004",14.87,4.48
"913","PL Poland","Male","Colon","2004",37.92,31.54
"914","PL Poland","Male","Pancreas","2004",14.4,17.89
"915","PL Poland","Male","Lung","2004",138.08,144.3
"916","PL Poland","Male","Melanoma of the skin","2004",7.13,4.19
"917","PL Poland","Male","Prostate","2004",75.41,44.68
"918","PL Poland","Male","Bladder","2004",42.19,24.23
"919","PL Poland","Female","Colon","2004",24.02,18.83
"920","PL Poland","Female","Pancreas","2004",10.12,12.04
"921","PL Poland","Female","Lung","2004",28.58,27.8
"922","PL Poland","Female","Melanoma of the skin","2004",6.03,2.78
"923","PL Poland","Female","Breast female","2004",73.32,29.4
"924","PL Poland","Female","Bladder","2004",7.38,3.47
"925","AT Austria","Male","Colon","2005",59.12,31.67
"926","AT Austria","Male","Pancreas","2005",22.2,21.78
"927","AT Austria","Male","Lung","2005",87.65,78.13
"928","AT Austria","Male","Melanoma of the skin","2005",16.77,6.38
"929","AT Austria","Male","Prostate","2005",177.75,49.95
"930","AT Austria","Male","Bladder","2005",42.52,13.32
"931","AT Austria","Female","Colon","2005",36.12,18.82
"932","AT Austria","Female","Pancreas","2005",17,16.18
"933","AT Austria","Female","Lung","2005",31.39,24.86
"934","AT Austria","Female","Melanoma of the skin","2005",15.38,3.21
"935","AT Austria","Female","Breast female","2005",118.88,37.64
"936","AT Austria","Female","Bladder","2005",10.36,4.01
"937","BG Bulgaria","Male","Colon","2005",42.56,27.76
"938","BG Bulgaria","Male","Pancreas","2005",17.41,17.47
"939","BG Bulgaria","Male","Lung","2005",95.77,85.82
"940","BG Bulgaria","Male","Melanoma of the skin","2005",4.95,3.15
"941","BG Bulgaria","Male","Prostate","2005",55.55,30.68
"942","BG Bulgaria","Male","Bladder","2005",32.86,13.25
"943","BG Bulgaria","Female","Colon","2005",28.88,16.81
"944","BG Bulgaria","Female","Pancreas","2005",10.73,9.95
"945","BG Bulgaria","Female","Lung","2005",15.03,16.16
"946","BG Bulgaria","Female","Melanoma of the skin","2005",3.81,1.91
"947","BG Bulgaria","Female","Breast female","2005",89.59,32.48
"948","BG Bulgaria","Female","Bladder","2005",6.7,2.82
"949","CZ Czech Republic","Male","Colon","2005",78.65,46.67
"950","CZ Czech Republic","Male","Pancreas","2005",26.91,27.97
"951","CZ Czech Republic","Male","Lung","2005",128.66,117.24
"952","CZ Czech Republic","Male","Melanoma of the skin","2005",23.52,5.75
"953","CZ Czech Republic","Male","Prostate","2005",154.97,56.03
"954","CZ Czech Republic","Male","Bladder","2005",49.25,18.31
"955","CZ Czech Republic","Female","Colon","2005",40.52,23.86
"956","CZ Czech Republic","Female","Pancreas","2005",19.1,18.54
"957","CZ Czech Republic","Female","Lung","2005",33.23,28.1
"958","CZ Czech Republic","Female","Melanoma of the skin","2005",18.06,3.04
"959","CZ Czech Republic","Female","Breast female","2005",111.65,40.26
"960","CZ Czech Republic","Female","Bladder","2005",12.43,4.43
"961","DK Denmark","Male","Colon","2005",60.64,35
"962","DK Denmark","Male","Pancreas","2005",20.98,18.96
"963","DK Denmark","Male","Lung","2005",107.11,99.6
"964","DK Denmark","Male","Melanoma of the skin","2005",28.25,6.35
"965","DK Denmark","Male","Prostate","2005",184.19,66.8
"966","DK Denmark","Male","Bladder","2005",39.55,20.92
"967","DK Denmark","Female","Colon","2005",52.17,29.65
"968","DK Denmark","Female","Pancreas","2005",16.39,16.48
"969","DK Denmark","Female","Lung","2005",74.87,66.74
"970","DK Denmark","Female","Melanoma of the skin","2005",29.48,4.2
"971","DK Denmark","Female","Breast female","2005",153.04,48.68
"972","DK Denmark","Female","Bladder","2005",9.97,6.88
"973","IE Ireland","Male","Colon","2005",66.61,31.63
"974","IE Ireland","Male","Pancreas","2005",17.06,16.59
"975","IE Ireland","Male","Lung","2005",96.47,84.06
"976","IE Ireland","Male","Melanoma of the skin","2005",17.14,4.25
"977","IE Ireland","Male","Prostate","2005",213.23,62.94
"978","IE Ireland","Male","Bladder","2005",36.68,10.64
"979","IE Ireland","Female","Colon","2005",43.11,19.28
"980","IE Ireland","Female","Pancreas","2005",15.68,12.62
"981","IE Ireland","Female","Lung","2005",52.64,46.62
"982","IE Ireland","Female","Melanoma of the skin","2005",20.88,3
"983","IE Ireland","Female","Breast female","2005",140.98,47.86
"984","IE Ireland","Female","Bladder","2005",11.59,4.11
"985","NL Netherlands","Male","Colon","2005",66.01,34.66
"986","NL Netherlands","Male","Pancreas","2005",16.03,19.5
"987","NL Netherlands","Male","Lung","2005",115.83,120.2
"988","NL Netherlands","Male","Melanoma of the skin","2005",21.91,5.36
"989","NL Netherlands","Male","Prostate","2005",162.38,55.61
"990","NL Netherlands","Male","Bladder","2005",70.06,18.01
"991","NL Netherlands","Female","Colon","2005",49.26,25.88
"992","NL Netherlands","Female","Pancreas","2005",13.5,15.83
"993","NL Netherlands","Female","Lung","2005",48.17,42.27
"994","NL Netherlands","Female","Melanoma of the skin","2005",24.57,3.71
"995","NL Netherlands","Female","Breast female","2005",159.2,44.18
"996","NL Netherlands","Female","Bladder","2005",15.55,4.71
"997","PL Poland","Male","Colon","2005",40.17,31.68
"998","PL Poland","Male","Pancreas","2005",14.46,17.96
"999","PL Poland","Male","Lung","2005",135.35,143.47
"1000","PL Poland","Male","Melanoma of the skin","2005",7.8,4.07
"1001","PL Poland","Male","Prostate","2005",82.92,43.71
"1002","PL Poland","Male","Bladder","2005",42.76,22.52
"1003","PL Poland","Female","Colon","2005",25.47,19.6
"1004","PL Poland","Female","Pancreas","2005",10.3,12.14
"1005","PL Poland","Female","Lung","2005",30.34,29.31
"1006","PL Poland","Female","Melanoma of the skin","2005",7.15,2.46
"1007","PL Poland","Female","Breast female","2005",79.21,30.59
"1008","PL Poland","Female","Bladder","2005",7.8,3.77
"1009","AT Austria","Male","Colon","2006",59.72,29.55
"1010","AT Austria","Male","Pancreas","2006",23.66,21.21
"1011","AT Austria","Male","Lung","2006",86.29,77.7
"1012","AT Austria","Male","Melanoma of the skin","2006",18.66,5.98
"1013","AT Austria","Male","Prostate","2006",177.67,47.06
"1014","AT Austria","Male","Bladder","2006",49.25,13.8
"1015","AT Austria","Female","Colon","2006",34.93,17.86
"1016","AT Austria","Female","Pancreas","2006",17.01,15.5
"1017","AT Austria","Female","Lung","2006",33.44,25.34
"1018","AT Austria","Female","Melanoma of the skin","2006",13.79,3.06
"1019","AT Austria","Female","Breast female","2006",117.93,36.86
"1020","AT Austria","Female","Bladder","2006",10.33,3.6
"1021","BG Bulgaria","Male","Colon","2006",43.43,26.5
"1022","BG Bulgaria","Male","Pancreas","2006",19.52,16.21
"1023","BG Bulgaria","Male","Lung","2006",92.31,83.65
"1024","BG Bulgaria","Male","Melanoma of the skin","2006",5.96,2.66
"1025","BG Bulgaria","Male","Prostate","2006",52.39,30.91
"1026","BG Bulgaria","Male","Bladder","2006",36.83,13.91
"1027","BG Bulgaria","Female","Colon","2006",29.5,15.66
"1028","BG Bulgaria","Female","Pancreas","2006",11.06,9.5
"1029","BG Bulgaria","Female","Lung","2006",14.9,13.72
"1030","BG Bulgaria","Female","Melanoma of the skin","2006",3.96,1.94
"1031","BG Bulgaria","Female","Breast female","2006",90.31,31.23
"1032","BG Bulgaria","Female","Bladder","2006",7.87,2.91
"1033","CZ Czech Republic","Male","Colon","2006",73.86,45.12
"1034","CZ Czech Republic","Male","Pancreas","2006",27.94,26.01
"1035","CZ Czech Republic","Male","Lung","2006",122.81,113.31
"1036","CZ Czech Republic","Male","Melanoma of the skin","2006",23.79,5.88
"1037","CZ Czech Republic","Male","Prostate","2006",150.04,53.34
"1038","CZ Czech Republic","Male","Bladder","2006",48.98,19.34
"1039","CZ Czech Republic","Female","Colon","2006",40.89,22.77
"1040","CZ Czech Republic","Female","Pancreas","2006",19.54,19.74
"1041","CZ Czech Republic","Female","Lung","2006",34.12,29.6
"1042","CZ Czech Republic","Female","Melanoma of the skin","2006",16.19,2.73
"1043","CZ Czech Republic","Female","Breast female","2006",116.21,39.77
"1044","CZ Czech Republic","Female","Bladder","2006",12.17,4.56
"1045","DK Denmark","Male","Colon","2006",64.95,38.1
"1046","DK Denmark","Male","Pancreas","2006",20.43,21.59
"1047","DK Denmark","Male","Lung","2006",105.28,104.2
"1048","DK Denmark","Male","Melanoma of the skin","2006",29.44,6.37
"1049","DK Denmark","Male","Prostate","2006",186.57,70.27
"1050","DK Denmark","Male","Bladder","2006",37.18,21.56
"1051","DK Denmark","Female","Colon","2006",52.11,29.09
"1052","DK Denmark","Female","Pancreas","2006",17.44,15.58
"1053","DK Denmark","Female","Lung","2006",76.83,67.6
"1054","DK Denmark","Female","Melanoma of the skin","2006",31.75,3.52
"1055","DK Denmark","Female","Breast female","2006",158.38,47.52
"1056","DK Denmark","Female","Bladder","2006",10.48,6.61
"1057","IE Ireland","Male","Colon","2006",64.59,32.52
"1058","IE Ireland","Male","Pancreas","2006",17.88,16.81
"1059","IE Ireland","Male","Lung","2006",94.88,85.4
"1060","IE Ireland","Male","Melanoma of the skin","2006",18.26,5.1
"1061","IE Ireland","Male","Prostate","2006",207.56,61.84
"1062","IE Ireland","Male","Bladder","2006",37.13,12.89
"1063","IE Ireland","Female","Colon","2006",44.28,20.11
"1064","IE Ireland","Female","Pancreas","2006",17.4,15
"1065","IE Ireland","Female","Lung","2006",54.22,46.22
"1066","IE Ireland","Female","Melanoma of the skin","2006",22.19,3
"1067","IE Ireland","Female","Breast female","2006",141.67,45.17
"1068","IE Ireland","Female","Bladder","2006",11.43,4.46
"1069","NL Netherlands","Male","Colon","2006",66.94,36.07
"1070","NL Netherlands","Male","Pancreas","2006",14.96,18.08
"1071","NL Netherlands","Male","Lung","2006",118.97,115.26
"1072","NL Netherlands","Male","Melanoma of the skin","2006",21.27,5.55
"1073","NL Netherlands","Male","Prostate","2006",170.75,54.69
"1074","NL Netherlands","Male","Bladder","2006",70.78,16.98
"1075","NL Netherlands","Female","Colon","2006",50.55,24.5
"1076","NL Netherlands","Female","Pancreas","2006",12.38,15.46
"1077","NL Netherlands","Female","Lung","2006",51.72,43.23
"1078","NL Netherlands","Female","Melanoma of the skin","2006",24.91,3.88
"1079","NL Netherlands","Female","Breast female","2006",162.38,44.08
"1080","NL Netherlands","Female","Bladder","2006",16.18,4.7
"1081","PL Poland","Male","Colon","2006",39.89,32.39
"1082","PL Poland","Male","Pancreas","2006",14.52,18.01
"1083","PL Poland","Male","Lung","2006",132.6,141.57
"1084","PL Poland","Male","Melanoma of the skin","2006",7.79,4.68
"1085","PL Poland","Male","Prostate","2006",81.48,43.97
"1086","PL Poland","Male","Bladder","2006",41.18,22.7
"1087","PL Poland","Female","Colon","2006",24.53,18.76
"1088","PL Poland","Female","Pancreas","2006",10.02,12.81
"1089","PL Poland","Female","Lung","2006",31.19,29.91
"1090","PL Poland","Female","Melanoma of the skin","2006",6.41,2.81
"1091","PL Poland","Female","Breast female","2006",77.9,30.44
"1092","PL Poland","Female","Bladder","2006",7.53,3.62
"1093","AT Austria","Male","Colon","2007",55.07,26.3
"1094","AT Austria","Male","Pancreas","2007",22.26,21.6
"1095","AT Austria","Male","Lung","2007",86.43,72.57
"1096","AT Austria","Male","Melanoma of the skin","2007",17.92,5.47
"1097","AT Austria","Male","Prostate","2007",174.66,43.96
"1098","AT Austria","Male","Bladder","2007",42,13.28
"1099","AT Austria","Female","Colon","2007",32.12,15.4
"1100","AT Austria","Female","Pancreas","2007",17.8,16.67
"1101","AT Austria","Female","Lung","2007",36.12,28.1
"1102","AT Austria","Female","Melanoma of the skin","2007",12.71,2.92
"1103","AT Austria","Female","Breast female","2007",128.4,35.18
"1104","AT Austria","Female","Bladder","2007",10.62,3.06
"1105","BG Bulgaria","Male","Colon","2007",48.02,29.84
"1106","BG Bulgaria","Male","Pancreas","2007",19.41,18.5
"1107","BG Bulgaria","Male","Lung","2007",97.33,84.44
"1108","BG Bulgaria","Male","Melanoma of the skin","2007",6.24,2.83
"1109","BG Bulgaria","Male","Prostate","2007",55.28,30.65
"1110","BG Bulgaria","Male","Bladder","2007",35.96,15.38
"1111","BG Bulgaria","Female","Colon","2007",31.42,17.88
"1112","BG Bulgaria","Female","Pancreas","2007",11.99,10.28
"1113","BG Bulgaria","Female","Lung","2007",16.05,15.26
"1114","BG Bulgaria","Female","Melanoma of the skin","2007",5.34,1.32
"1115","BG Bulgaria","Female","Breast female","2007",89.05,31.74
"1116","BG Bulgaria","Female","Bladder","2007",7.52,2.64
"1117","CZ Czech Republic","Male","Colon","2007",74.52,38.53
"1118","CZ Czech Republic","Male","Pancreas","2007",27.43,25.39
"1119","CZ Czech Republic","Male","Lung","2007",124.86,108.55
"1120","CZ Czech Republic","Male","Melanoma of the skin","2007",24.23,5.94
"1121","CZ Czech Republic","Male","Prostate","2007",153.33,48.58
"1122","CZ Czech Republic","Male","Bladder","2007",49.5,17.37
"1123","CZ Czech Republic","Female","Colon","2007",39.02,21.43
"1124","CZ Czech Republic","Female","Pancreas","2007",20.1,18.01
"1125","CZ Czech Republic","Female","Lung","2007",35.81,28.8
"1126","CZ Czech Republic","Female","Melanoma of the skin","2007",19.39,2.57
"1127","CZ Czech Republic","Female","Breast female","2007",128.01,34.48
"1128","CZ Czech Republic","Female","Bladder","2007",12.9,4.08
"1129","DK Denmark","Male","Colon","2007",62.16,32.02
"1130","DK Denmark","Male","Pancreas","2007",20.46,18.87
"1131","DK Denmark","Male","Lung","2007",108.48,90.9
"1132","DK Denmark","Male","Melanoma of the skin","2007",32.83,5.97
"1133","DK Denmark","Male","Prostate","2007",201.75,62.65
"1134","DK Denmark","Male","Bladder","2007",36.77,18.42
"1135","DK Denmark","Female","Colon","2007",51.81,25.34
"1136","DK Denmark","Female","Pancreas","2007",18.71,17.85
"1137","DK Denmark","Female","Lung","2007",79.69,61.42
"1138","DK Denmark","Female","Melanoma of the skin","2007",31.92,3.94
"1139","DK Denmark","Female","Breast female","2007",155.94,47.03
"1140","DK Denmark","Female","Bladder","2007",10.7,6.49
"1141","IE Ireland","Male","Colon","2007",68.67,27.92
"1142","IE Ireland","Male","Pancreas","2007",21.46,20.92
"1143","IE Ireland","Male","Lung","2007",96.82,86.8
"1144","IE Ireland","Male","Melanoma of the skin","2007",23.44,4.24
"1145","IE Ireland","Male","Prostate","2007",225.04,55.94
"1146","IE Ireland","Male","Bladder","2007",37.83,11.6
"1147","IE Ireland","Female","Colon","2007",45.58,15.1
"1148","IE Ireland","Female","Pancreas","2007",15.6,15.82
"1149","IE Ireland","Female","Lung","2007",55.94,45.06
"1150","IE Ireland","Female","Melanoma of the skin","2007",20.36,3.17
"1151","IE Ireland","Female","Breast female","2007",152.39,40.22
"1152","IE Ireland","Female","Bladder","2007",12.84,4.05
"1153","NL Netherlands","Male","Colon","2007",69.92,36.54
"1154","NL Netherlands","Male","Pancreas","2007",16.41,19.99
"1155","NL Netherlands","Male","Lung","2007",117.95,115.2
"1156","NL Netherlands","Male","Melanoma of the skin","2007",22.92,5.69
"1157","NL Netherlands","Male","Prostate","2007",166.61,53.44
"1158","NL Netherlands","Male","Bladder","2007",71.68,16.02
"1159","NL Netherlands","Female","Colon","2007",50.64,25.39
"1160","NL Netherlands","Female","Pancreas","2007",12.28,14.64
"1161","NL Netherlands","Female","Lung","2007",52.76,45.3
"1162","NL Netherlands","Female","Melanoma of the skin","2007",25.75,3.71
"1163","NL Netherlands","Female","Breast female","2007",166.5,41.41
"1164","NL Netherlands","Female","Bladder","2007",15.88,4.82
"1165","PL Poland","Male","Colon","2007",40.74,33.94
"1166","PL Poland","Male","Pancreas","2007",14.11,18.4
"1167","PL Poland","Male","Lung","2007",127.4,139.1
"1168","PL Poland","Male","Melanoma of the skin","2007",8.04,4.31
"1169","PL Poland","Male","Prostate","2007",81.69,45.1
"1170","PL Poland","Male","Bladder","2007",42.91,23.96
"1171","PL Poland","Female","Colon","2007",25.05,18.33
"1172","PL Poland","Female","Pancreas","2007",10.11,12.94
"1173","PL Poland","Female","Lung","2007",32.16,31.79
"1174","PL Poland","Female","Melanoma of the skin","2007",6.49,3.12
"1175","PL Poland","Female","Breast female","2007",83.71,30.1
"1176","PL Poland","Female","Bladder","2007",7.94,3.71
"1177","AT Austria","Male","Colon","2008",57.26,29.89
"1178","AT Austria","Male","Pancreas","2008",23.96,21.91
"1179","AT Austria","Male","Lung","2008",87.87,75.97
"1180","AT Austria","Male","Melanoma of the skin","2008",20.22,6
"1181","AT Austria","Male","Prostate","2008",160.02,47.54
"1182","AT Austria","Male","Bladder","2008",38.84,13.08
"1183","AT Austria","Female","Colon","2008",33.04,15.25
"1184","AT Austria","Female","Pancreas","2008",17.52,16.94
"1185","AT Austria","Female","Lung","2008",36.28,28.39
"1186","AT Austria","Female","Melanoma of the skin","2008",15.03,3.12
"1187","AT Austria","Female","Breast female","2008",117.41,33.74
"1188","AT Austria","Female","Bladder","2008",10.59,3.41
"1189","BG Bulgaria","Male","Colon","2008",48.42,29.12
"1190","BG Bulgaria","Male","Pancreas","2008",20.74,18.66
"1191","BG Bulgaria","Male","Lung","2008",101.18,87.35
"1192","BG Bulgaria","Male","Melanoma of the skin","2008",6.49,3.2
"1193","BG Bulgaria","Male","Prostate","2008",59.42,33.83
"1194","BG Bulgaria","Male","Bladder","2008",38.7,13.79
"1195","BG Bulgaria","Female","Colon","2008",30.99,19.63
"1196","BG Bulgaria","Female","Pancreas","2008",12.6,10.98
"1197","BG Bulgaria","Female","Lung","2008",16.23,14.85
"1198","BG Bulgaria","Female","Melanoma of the skin","2008",5.38,2.25
"1199","BG Bulgaria","Female","Breast female","2008",92.03,32.58
"1200","BG Bulgaria","Female","Bladder","2008",7.75,2.96
"1201","CZ Czech Republic","Male","Colon","2008",75.84,39.58
"1202","CZ Czech Republic","Male","Pancreas","2008",26.61,23.13
"1203","CZ Czech Republic","Male","Lung","2008",121.85,104.1
"1204","CZ Czech Republic","Male","Melanoma of the skin","2008",24.28,5.3
"1205","CZ Czech Republic","Male","Prostate","2008",153.15,47.37
"1206","CZ Czech Republic","Male","Bladder","2008",48.62,16.93
"1207","CZ Czech Republic","Female","Colon","2008",39.53,20.3
"1208","CZ Czech Republic","Female","Pancreas","2008",19.33,18.14
"1209","CZ Czech Republic","Female","Lung","2008",36.22,29.15
"1210","CZ Czech Republic","Female","Melanoma of the skin","2008",16.51,3.12
"1211","CZ Czech Republic","Female","Breast female","2008",121.94,33.03
"1212","CZ Czech Republic","Female","Bladder","2008",12.95,4.35
"1213","DK Denmark","Male","Colon","2008",64.32,34.58
"1214","DK Denmark","Male","Pancreas","2008",20.93,19.96
"1215","DK Denmark","Male","Lung","2008",104.72,96.35
"1216","DK Denmark","Male","Melanoma of the skin","2008",32.04,7.42
"1217","DK Denmark","Male","Prostate","2008",215.35,62.43
"1218","DK Denmark","Male","Bladder","2008",40.21,17.85
"1219","DK Denmark","Female","Colon","2008",54.53,27.57
"1220","DK Denmark","Female","Pancreas","2008",17.6,18.5
"1221","DK Denmark","Female","Lung","2008",78.65,66.69
"1222","DK Denmark","Female","Melanoma of the skin","2008",35.84,3.76
"1223","DK Denmark","Female","Breast female","2008",178.87,44.1
"1224","DK Denmark","Female","Bladder","2008",10.83,5.9
"1225","IE Ireland","Male","Colon","2008",66.59,27.99
"1226","IE Ireland","Male","Pancreas","2008",21.84,19.76
"1227","IE Ireland","Male","Lung","2008",98.09,83.41
"1228","IE Ireland","Male","Melanoma of the skin","2008",23.75,5.94
"1229","IE Ireland","Male","Prostate","2008",222.42,54.59
"1230","IE Ireland","Male","Bladder","2008",41.48,12.56
"1231","IE Ireland","Female","Colon","2008",45.43,18.08
"1232","IE Ireland","Female","Pancreas","2008",15.84,15.45
"1233","IE Ireland","Female","Lung","2008",58.37,46.51
"1234","IE Ireland","Female","Melanoma of the skin","2008",23.43,3.49
"1235","IE Ireland","Female","Breast female","2008",166.78,46.6
"1236","IE Ireland","Female","Bladder","2008",11.82,4.33
"1237","NL Netherlands","Male","Colon","2008",71.15,34.68
"1238","NL Netherlands","Male","Pancreas","2008",16.79,19.51
"1239","NL Netherlands","Male","Lung","2008",116.18,112.29
"1240","NL Netherlands","Male","Melanoma of the skin","2008",25.21,5.84
"1241","NL Netherlands","Male","Prostate","2008",162.89,51.86
"1242","NL Netherlands","Male","Bladder","2008",74.13,16.14
"1243","NL Netherlands","Female","Colon","2008",53.59,24.9
"1244","NL Netherlands","Female","Pancreas","2008",14.07,16.15
"1245","NL Netherlands","Female","Lung","2008",55.55,46.59
"1246","NL Netherlands","Female","Melanoma of the skin","2008",27.9,3.81
"1247","NL Netherlands","Female","Breast female","2008",166.36,42.58
"1248","NL Netherlands","Female","Bladder","2008",16.22,4.79
"1249","PL Poland","Male","Colon","2008",41.04,34.54
"1250","PL Poland","Male","Pancreas","2008",14.59,18.72
"1251","PL Poland","Male","Lung","2008",123.26,139.54
"1252","PL Poland","Male","Melanoma of the skin","2008",8.18,4.95
"1253","PL Poland","Male","Prostate","2008",84.06,43.22
